old_idx,input_text_ar,target_text_ar,category,triples,data
31938,أليسكاندرا كوفاتش | الفنان المرتبط | Kristina Kovač && أليسكاندرا كوفاتش | الفنان المرتبط | ثنائي الأختان كوفاتش && أليسكاندرا كوفاتش | النوع | موسيقى البوب ​​&& موسيقى البوب ​​| مزيج النوع الموسيقي | ديسكو,يلعب أليسكاندرا كوفاتش موسيقى البوب ​​مع الثنائي الأختان كوفاتش. انه يرتبط مع Kristina Kovač موسيقي آخر. ومن المعروف الاندماج من موسيقى البوب ​​باسم الديسكو.,Artist,4,train
31941,"أليسكاندرا كوفاتش | تاريخ الميلاد | 1972 & أليسكاندرا كوفاتش | النوع | موسيقى السول && أليسكاندرا كوفاتش | أصل | صربيا && أليسكاندرا كوفاتش | خلفية | ""مغني منفردا""",ولد مغني منفرد أليسكاندرا كوفاتش في صربيا عام 1972. نوعها هو موسيقى السول.,Artist,4,train
31944,"أليسكاندرا كوفاتش | النوع | فانك && أليسكاندرا كوفاتش | تاريخ الميلاد | 1972 & أليسكاندرا كوفاتش | أصل | بلغراد && أليسكاندرا كوفاتش | خلفية | ""مغني منفردا""","ولد ألكسندرا كوفاك في عام 1972، في بلغراد. مغني منفردا، أليسكاندرا كوفاتش هو الفانك.",Artist,4,train
31947,"أليسكاندرا كوفاتش | النوع | إيقاع والبلوز && أليسكاندرا كوفاتش | خلفية | ""مغني منفردا"" && أليسكاندرا كوفاتش | تاريخ الميلاد | 1972 & أليسكاندرا كوفاتش | أصل | يوغوسلافيا",ولد المغني الإيقاعي والبلوز ألكساندرا كوفاك 1972 في يوغوسلافيا.,Artist,4,train
31950,"أليسكاندرا كوفاتش | النوع | إيقاع والبلوز && أليسكاندرا كوفاتش | تاريخ الميلاد | 1972 & أليسكاندرا كوفاتش | أصل | صربيا && أليسكاندرا كوفاتش | خلفية | ""مغني منفردا""",ولد المغني الإيقاعي والبلوز ألكساندرا كوفا 1972 في صربيا.,Artist,4,train
31953,أليكس يوم | الفنان المرتبط | حلبة الحرباء (الفرقة) && أليكس داي | النوع | الموسيقى الشعبية && أليكس داي | الفنان المرتبط | تشارلي ماكدونل && أليكس داي | سنة بداية النشاط | 2006.,"أصبح أليكس داي نشطا في عام 2006 ويلعب الموسيقى الشعبية مع حلبة الحرباء. انه مرتبط مع تشارلي ماكدونيل، الموسيقي.",Artist,4,train
31956,أليكس يوم | النوع | سينثبوب && أليكس داي | الفنان المرتبط | حلبة الحرباء (الفرقة) && أليكس داي | الفنان المرتبط | تشارلي ماكدونل && أليكس داي | سنة بداية النشاط | 2006.,بدأ أليكس داي الأداء في عام 2006 ويلعب مع دائرة الحرباء الفرقة. إن عنديه الموسيقي هو سينثبوب وهو يرتبط بالفنان الموسيقي تشارلي ماكدونيل.,Artist,4,train
31959,"أليكس يوم | النوع | سينثبوب && أليكس داي | خلفية | ""مغني سولو"" && سينثبوب | مشتق | منزل البيت && سينثبوب | أصل الأسلوب | ديسكو",يستخدم أليكس داي نوع سينثبوب وهو مغني منفردا. سينثبوب هو مشتق موسيقي للموسيقيين المنزل والديسكو.,Artist,4,train
31962,"أليكس يوم | النوع | سينثبوب && أليكس داي | خلفية | ""مغني سولو"" && سينثبوب | مشتق | منزل البيت && سينثبوب | أصل الأسلوب | موسيقى موجة جديدة","يتم اشتقاق سينثبوب من موسيقى موجة جديدة وهو شكل من أشكال موسيقى هاوس. يوم الإسكندرية، الذي تستخدم خلفيته المغني منفردا، نوع سينثبوب Genere.",Artist,4,train
31965,أليكس يوم | النوع | سينثبوب && سينثبوب | مشتق | منزل البيت && سينثبوب | أصل الأسلوب | موجة موجة جديدة && سينثبوب | أصل الأسلوب | ديسكو,اسكندرية يوم يلعب موسيقى سينثبوب. يأتي سينثبوب من موسيقى هاوس مع أصوله في موسيقى موجة جديدة. كما أنها مشتقة من موسيقى الديسكو.,Artist,4,train
31968,أليكس يوم | النوع | سينثبوب && سينثبوب | أصل الأسلوب | موسيقى البوب ​​&& سينثبوب | مشتق | منزل البيت && سينثبوب | أصل الأسلوب | ديسكو,يحتوي سينثبوب على أصول في الديسكو والمنزل وهو شكل من أشكال البوب. إنه أسلوب يوم الفنان اليكس.,Artist,4,train
31971,أليكس يوم | النوع | سينثبوب && سينثبوب | أصل الأسلوب | موسيقى البوب ​​&& سينثبوب | مشتق | منزل البيت && سينثبوب | أصل الأسلوب | موسيقى موجة جديدة,"النوع الموسيقي ل أليكس داي هو سينثبوب، وهو شكل من أشكال موسيقى هاوس. الأصل الأسلوب من سينثبوب هو كل من موسيقى موجة جديدة وموسيقى البوب.",Artist,4,train
31974,ألفريد جارث جونز | أصل | إنجلترا && ألفريد جارث جونز | أصل | مانشستر && ألفريد جارث جونز | موت | سيدسوب && ألفريد جارث جونز | تاريخ الميلاد | 1872.,"ولد ألفريد جارث جونز في مانشستر، إنجلترا، عام 1872 وتوفي في سيدسوب.",Artist,4,train
31977,ألفريد جارث جونز | أصل | إنجلترا && ألفريد جارث جونز | جنسية | المملكة المتحدة & ألفريد جارث جونز | أصل | مانشستر && ألفريد جارث جونز | موت | سيدسوب.,"ولد ألفريد جورث جونز في مانشستر، إنجلترا، المملكة المتحدة وتوفي في سيدسوب.",Artist,4,train
31980,ألفريد جارث جونز | موت | لندن && ألفريد جارث جونز | أصل | إنجلترا && ألفريد جارث جونز | أصل | مانشستر && ألفريد جارث جونز | موت | سيدسوب.,"ولد ألفريد جورث جونز في مانشستر، إنجلترا وتوفي في لندن في مكان يسمى سيدسوب.",Artist,4,train
31983,ألفريد جارث جونز | موت | لندن && ألفريد جارث جونز | أصل | إنجلترا && ألفريد جارث جونز | أصل | مانشستر && لندن | قائد | بوريس جونسون,"أصل ألفريد جارث جونز هو مانشستر، إنجلترا. توفي في لندن، حيث كان بوريس جونسون هو العمدة.",Artist,4,train
31986,ألفريد جارث جونز | موت | لندن && ألفريد جارث جونز | أصل | انكلترا && مانشستر | قائد | حزب العمال ‏(المملكة المتحدة) && ألفريد جارث جونز | أصل | مانشستر,"ولد ألفريد جورث جونز في مانشستر، إنجلترا، وتوفي في لندن. حزب العمال ‏(المملكة المتحدة) هو زعيم مانشستر.",Artist,4,train
31989,ألفريد جارث جونز | موت | لندن && ألفريد جارث جونز | جنسية | المملكة المتحدة & ألفريد جارث جونز | أصل | مانشستر && ألفريد جارث جونز | أصل | إنكلترا,"ولد ألفريد جارث جونز في مانشستر، المملكة المتحدة في إنجلترا. توفي في لندن.",Artist,4,train
31992,ألفريد جارث جونز | موت | لندن && المملكة المتحدة | قائد | elizabeth II && ألفريد جارث جونز | جنسية | المملكة المتحدة && لندن | قائد | بوريس جونسون,ألفريد جارث جونز من المملكة المتحدة توفي في لندن. زعيم المدينة بوريس جونسون والبلاد بقيادة إليزابيث الثاني.,Artist,4,train
31995,ألفريد جارث جونز | موت | سيدسوب && ألفريد جارث جونز | أصل | انكلترا && مانشستر | قائد | حزب العمال ‏(المملكة المتحدة) && ألفريد جارث جونز | أصل | مانشستر,"حزب العمال ‏(المملكة المتحدة) هو زعيم مانشستر (إنجلترا)، وهو مكان ميلاد ألفريد جورث جونز، الذي توفي في سيدسوب.",Artist,4,train
31998,ألفريد جارث جونز | موت | سيدسوب && ألفريد جارث جونز | موت | لندن && لندن | لقب القائد | البرلمان الأوروبي && لندن | قائد | بوريس جونسون,توفي ألفريد جورث جونز في لندن في مكان يسمى سيدسوب. يحكم البرلمان الأوروبي المدينة وزعيمه هو بوريس جونسون.,Artist,4,train
32001,"ألفريدو زيتاروسا | خلفية | ""مغني منفرد"" && ألفريدو زيتاروسا | أصل | أوروجواي && ألفريدو زيتاروسا | النوع | كاندومبي && ألفريدو زيتاروسا | شركة تسجيلات | موفيبلي ",ولد ألفريدو زيتاروسا في أوروجواي وبدأت بمثابة مغني منفرد. ألفريدو زيتاروسا's النوع الموسيقي هو كاندومبي Ahd Label سجله هو Smineلعب.,Artist,4,train
32004,"ألفريدو زيتاروسا | خلفية | ""مغني منفرد"" && ألفريدو زيتاروسا | النوع | كاندومبي && ألفريدو زيتاروسا | شركة تسجيلات | Odeoecords && ألفريدو زيتاروسا | أصل | مونتيفيديو",مكان ميلاد ألفريدو زيتاروسا هو مونتيفيديو. كان مغنية موسيقى شمعرة سولو مع سجلات Odeon.,Artist,4,train
32007,"ألفريدو زيتاروسا | أصل | أوروجواي && ألفريدو زيتاروسا | النوع | كاندومبي && ألفريدو زيتاروسا | شركة تسجيلات | Odeoecords && ألفريدو زيتاروسا | خلفية | ""مغني منفردا""","ولد ألفريدو زيتاروسا في أوروجواي، وهو خلفية في الغناء الفردي. النوع الموسيقي هو كاندومبي وعلامة تسجيله هو سجلات Odeon.",Artist,4,train
32010,"ألفريدو زيتاروسا | النوع | ميلونجا (موسيقى) && ألفريدو زيتاروسا | شركة تسجيلات | Odeoecords && ألفريدو زيتاروسا | أصل | مونتيفيديو && ألفريدو زيتاروسا | خلفية | ""مغني منفردا""",ولد مغني منفرد ألفريدو زيتاروسا في مونتيفيديو. يلعب موسيقى Milonga والسجلات لسجلات Odeon.,Artist,4,train
32013,"ألفريدو زيتاروسا | شركة تسجيلات | تسجيلات آر سي إيه && ألفريدو زيتاروسا | خلفية | ""مغني منفرد"" && ألفريدو زيتاروسا | النوع | كاندومبي && ألفريدو زيتاروسا | أصل | مونتيفيديو",مغني منفرد ألفريدو زيتاروسا سجلات لتسجيلات آر سي إيه. يلعب موسيقى كانظر وكان ولد في مونتيفيديو.,Artist,4,train
32016,"ألفريدو زيتاروسا | شركة تسجيلات | تسجيلات آر سي إيه && ألفريدو زيتاروسا | أصل | أوروجواي && ألفريدو زيتاروسا | النوع | تاكيراري && ألفريدو زيتاروسا | خلفية | ""مغني منفردا""","ألفريدو زيتاروسا، المولود في أوروغواي، هو فنان موسيقي في النوع تاكيراري، الذي يتضمن خلفيته الغناء المنفرد، والذي يتم توقيعه على تسمية تسجيلات آر سي إيه.",Artist,4,train
32019,"ألفريدو زيتاروسا | شركة تسجيلات | تسجيلات آر سي إيه && ألفريدو زيتاروسا | النوع | ميلونجا (موسيقى) && ألفريدو زيتاروسا | أصل | مونتيفيديو && ألفريدو زيتاروسا | خلفية | ""مغني منفردا""","ولد ألفريدو زيتاروسا في مونتيفيديو، تم توقيعه على تسمية تسجيلات آر سي إيه. يتضمن خلفيته الغناء المنفرد وأنواعه الموسيقية هو Milonga.",Artist,4,train
32022,أليسون أودونيل | الفنان المرتبط | فلبرتجبت && أليسون أودونيل | الفنان المرتبط | يانع الشموع && أليسون أودونيل | النوع | الموسيقى الشعبية من أيرلندا && أليسون أودونيل | سنة بداية النشاط | 1963.,بدأت مهنة أليسون أودونيل في عام 1963 وهناك هي الموسيقى الشعبية من أيرلندا. إنها فنان لفنان شمعة يانع الفرقة وكان عضوا في الفرقة فلبرتجبت.,Artist,4,train
32025,أليسون أودونيل | الفنان المرتبط | رئيس الجنوب من النسيج && أليسون أودونيل | الفنان المرتبط | فلبرتجبت && أليسون أودونيل | النوع | الموسيقى الشعبية && أليسون أودونيل | سنة بداية النشاط | 1963.,"1963 كانت بداية الموسيقي الشعبية، سنتا نشطة أليسون أودونيل. يرتبط أليسون أودونيل بالفرقة رئيس الجنوب من خلال النسيج وكان عضوا في الفرقة فلبرتجبت.",Artist,4,train
32028,أليسون أودونيل | الفنان المرتبط | يانع الشموع && أليسون أودونيل | الفنان المرتبط | باجيك && أليسون أودونيل | النوع | الموسيقى الشعبية && أليسون أودونيل | سنة بداية النشاط | 1963.,بدأت أليسون أودونيل في أداء الموسيقى الشعبية في عام 1963. لعبت مع نطاقات يانع وشمعة وباجيك.,Artist,4,train
32031,أليسون أودونيل | الفنان المرتبط | يانع الشموع && أليسون أودونيل | الفنان المرتبط | فلبرتجبت && أليسون أودونيل | النوع | الموسيقى الشعبية && أليسون أودونيل | سنة بداية النشاط | 1963.,بدأت الموسيقية الشعبية أليسون أودونيل في عام 1963 وكانت عضوا في شمعة يانع وفرقة فلبرتجبت.,Artist,4,train
32034,أليسون أودونيل | النوع | روك الشعبية && أليسون أودونيل | شركة تسجيلات | ديرام ريكوردز & ديرام ريكوردز | الموقع | لندن && أليسون أودونيل | شركة تسجيلات | السجلات العالمية العائمة,يتم توقيع فنان الصخور الشعبية أليسون أودونيل مع السجلات العالمية العائمة وسجل Deram. لندن هي موطن ديرام ريكوردز.,Artist,4,train
32037,أليسون أودونيل | النوع | روك الشعبية && أليسون أودونيل | شركة تسجيلات | ديرام ريكوردز & ديرام ريكوردز | الموقع | لندن && أليسون أودونيل | شركة تسجيلات | تسجيلات قافلة ثابتة,"يتم توقيع الموسيقار الشعبي أليسون أودونيل مع سجلات سجل تسمية سجل، والتي تعتمد في لندن. وهي توقيع أيضا على تسجيل تسجيلات قافلة ثابتة.",Artist,4,train
32040,أليسون أودونيل | النوع | الجاز && أليسون أودونيل | شركة تسجيلات | ديرام ريكوردز & ديرام ريكوردز | الموقع | لندن && أليسون أودونيل | شركة تسجيلات | تقبيل السجلات الإملائية,"تم توقيع الجاز Performer أليسون أودونيل على تسميات السجلات تقبيل السجلات الإملائية وديرام ريكوردز، والتي تقع في لندن.",Artist,4,train
32043,أليسون أودونيل | النوع | الجاز && أليسون أودونيل | شركة تسجيلات | ديرام ريكوردز & ديرام ريكوردز | الموقع | لندن && أليسون أودونيل | شركة تسجيلات | سجلات osmosys.,"تم توقيع أليسون أودونيل، الذي يؤدي موسيقى الجاز، إلى سجلات سجلات سجلات سجلات وأوسموسيات ومقرها لندن.",Artist,4,train
32046,أليسون أودونيل | النوع | الجاز && أليسون أودونيل | شركة تسجيلات | ديرام ريكوردز & ديرام ريكوردز | الموقع | لندن && أليسون أودونيل | شركة تسجيلات | سجلات ستانيان,"موسيقي الجاز، يتم توقيع أليسون أودونيل مع سجلات التسجيل سجلات ستانياان وديرام ريكوردز، في لندن.",Artist,4,train
32049,أليسون أودونيل | النوع | الجاز && أليسون أودونيل | شركة تسجيلات | ديرام ريكوردز & ديرام ريكوردز | الموقع | لندن && أليسون أودونيل | شركة تسجيلات | تسجيلات قافلة ثابتة,"تم توقيع أليسون أوندونيل مرة واحدة على ديرام ريكوردز، والتي يمكن العثور عليها في لندن. إنها تلعب موسيقى الجاز وتسجيلها مع تسجيلات القافلة الثابتة.",Artist,4,train
32052,أليسون أودونيل | النوع | مخدر الشعبي && أليسون أودونيل | شركة تسجيلات | ديرام ريكوردز & ديرام ريكوردز | الموقع | لندن && أليسون أودونيل | شركة تسجيلات | الفاكهة دي مير السجلات,مخدر الموسيقي الشعبي أليسون أودونيل ينتمي إلى سجلات تسمية لندن Deram وكانت موقعة سابقا مع سجلات الفواكه دي مير.,Artist,4,train
32055,أليسون أودونيل | النوع | مخدر الشعبي && أليسون أودونيل | شركة تسجيلات | ديرام ريكوردز & ديرام ريكوردز | الموقع | لندن && أليسون أودونيل | شركة تسجيلات | سجلات ستانيان,تم توقيع المغني الشعبية المخدرية أليسون أودونيل مع سجلات ستانيين وديرام ريكوردز القائمة على لندن.,Artist,4,train
32058,أليسون أودونيل | النوع | مخدر الشعبي && أليسون أودونيل | شركة تسجيلات | ديرام ريكوردز & ديرام ريكوردز | الموقع | لندن && أليسون أودونيل | شركة تسجيلات | تسجيلات قافلة ثابتة,"تم توقيع أليسون أوندونيل مرة واحدة على سجلات درام مقرها في لندن. تم توقيع أليسون أودونيل، النوع الموسيقي في مخليه الشعبي، على تسجيل سجلات قافلة ثابتة.",Artist,4,train
32061,أليسون أودونيل | شركة تسجيلات | ديرام ريكوردز & ديرام ريكوردز | الموقع | لندن && أليسون أودونيل | النوع | الموسيقى الشعبية من أيرلندا && أليسون أودونيل | شركة تسجيلات | الفاكهة دي مير السجلات,"الموسيقي الشعبية الأيرلندية، أليسون أودونيل، تم توقيعه مرة واحدة إلى سجل سجلات سجلات De Mer. تسمية سجلها هي ديرام ريكوردز مقرها في لندن.",Artist,4,train
32064,"ألين فورست | تاريخ الميلاد | 1981 && ألين فورست | أصل | دوثان، ألاباما && ألين فورست | النوع | موسيقى البوب ​​&& ألين فورست | خلفية | ""مغني منفردا""","ولد في دوثان، ألاباما، في عام 1981، وأشخاص مغني منفردا، يلعب ألين فورست موسيقى البوب.",Artist,4,train
32067,"ألين فورست | تاريخ الميلاد | 1981 && ألين فورست | النوع | الموسيقى الصوتية && ألين فورست | أصل | دوثان، ألاباما && ألين فورست | خلفية | ""مغني منفردا""","ولد ألين فورست في عام 1981، في دوثان، ألاباما. يلعب الموسيقى الصوتية وهو مغني منفرد.",Artist,4,train
32070,"ألين فورست | النوع | موسيقى الهيب هوب && ألين فورست | خلفية | ""مغني سولو"" && موسيقى الهيب هوب | أصل الأسلوب | فانك && موسيقى الهيب هوب | مشتق | طبل وباس",تنشأ موسيقى الهيب هوب من الفانك ويقرض نفسها إلى طبل وباس. يعتبر Singer ألين فورست Hip Hop.,Artist,4,train
32073,"ألين فورست | النوع | موسيقى الهيب هوب && ألين فورست | تاريخ الميلاد | 1981 && ألين فورست | أصل | دوثان، ألاباما && ألين فورست | خلفية | ""مغني منفردا""","ولد ألين فورست في دوثان، ألاباما عام 198وقال انه متخصص كمغني منفردا في موسيقى الهيب هوب.",Artist,4,train
32076,"ألين فورست | النوع | إيقاع والبلوز && ألين فورست | خلفية | ""مغني منفرد"" && إيقاع والبلوز | أصل الأسلوب | البلوز & الإيقاع والبلوز | مشتق | ديسكو",ألين فورست هو مغني منفردا يلعب موسيقى الإيقاع والبلوز. هذا النوع الموسيقي يأتي من موسيقى البلوز وموسيقى ديسكو مستمدة من ذلك أيضا.,Artist,4,train
32079,"ألين فورست | النوع | إيقاع والبلوز && ألين فورست | تاريخ الميلاد | 1981 && ألين فورست | أصل | ""فورت كامبل، نشأ في دوثان"" && ألين فورست | خلفية | ""مغني منفردا""",ولد المغني الإيقاعي والبلوز آلين فورست 1981 في فورت كامبل ونشأ في دوثان.,Artist,4,train
32082,"ألين فورست | النوع | إيقاع والبلوز && ألين فورست | تاريخ الميلاد | 1981 && ألين فورست | أصل | دوثان، ألاباما && ألين فورست | خلفية | ""مغني منفردا""","ولد المغني الإيقاعي والبلوز ألين فورست 1981 في دوثان، ألاباما.",Artist,4,train
32085,"ألين فورست | النوع | إيقاع والبلوز && ألين فورست | تاريخ الميلاد | 1981 && ألين فورست | أصل | فورت كامبيل && ألين فورست | خلفية | ""مغني منفردا""","ولد ألن فورست في فورست في فورت كامبل، في عام 198وهو مغني منفردا هو نوع الموسيقى هو إيقاع والبلوز.",Artist,4,train
32088,"ألين فورست | النوع | إيقاع والبلوز & إيقاع والبلوز | مشتق | فانك && ألين فورست | خلفية | ""مغني منفرد"" && إيقاع والبلوز | أصل الأسلوب | بلوز",إيقاع ومغني البلوز ألين فورست هو أداء منفردا. جاءت R و B من البلوز وبعد ذلك أدى إلى الفانك.,Artist,4,train
32091,ألين فورست | النوع | إيقاع والبلوز & إيقاع والبلوز | مشتق | فانك && إيقاع والبلوز | مشتق | ديسكو && إيقاع وبلوز | أصل الأسلوب | بلوز,"يقوم ألين فورست بإنشاء إيقاع وموسيقى Blues، وهو نوع نشأ من موسيقى البلوز. الفانك والديسكو مشتقات الإيقاع والبلوز.",Artist,4,train
32094,سجلات التمساح | النوع | سجلات البلوز && التمساح | الموقع | شيكاغو && أندرس أوزبورن | شركة تسجيلات | سجلات التمساح && أندرس أوزبورن | شركة تسجيلات | سجلات أوك,"يتم توقيع أندرو Oس.بorne على سجلات سجل تسمية السجل وتسمية سجل ""أي سجلات التمساح""، موجود في شيكاغو. يسجل التمساح النوع الرئيسي للموسيقى هو البلوز.",Artist,4,train
32097,سجلات التمساح | الموقع | شيكاغو && أندرس أوزبورن | شركة تسجيلات | سجلات التمساح && أندرس أوزبورن | النوع | البلوز && أندرس أوزبورن | شركة تسجيلات | سجلات راباداش,"يتشدد فنانة Blues Andأندرس أوزبورن في شيكاغو ويتم توقيعه مع سجلات راباداش. كان أوزبورن مع ""سجلات التمساح"".",Artist,4,train
32100,سجلات التمساح | الموقع | شيكاغو && أندرس أوزبورن | شركة تسجيلات | سجلات التمساح && أندرس أوزبورن | النوع | إيقاع والبلوز && أندرس أوزبورن | شركة تسجيلات | سجلات أوك,"يتم توقيع Andأندرس أوزبورن على سجلات التمساح تسمية السجل، والتي تقع في شيكاغو. يلعب إيقاع والبلوز وسجلت ذات مرة مع سجلات أوك.",Artist,4,train
32103,سجلات التمساح | الموقع | شيكاغو && أندرس أوزبورن | شركة تسجيلات | سجلات التمساح && أندرس أوزبورن | شركة تسجيلات | سجلات راباداش && أندرس أوزبورن | النوع | موسيقى روك,تم توقيع موسيقي الروك أنددرز أوزبورن في السابق على سجلات راباداش وسجلات التمساح القائمة على شيكاغو.,Artist,4,train
32106,موسيقي الروك | مزيج النوع الموسيقي | نو المعادن && الصخور البديل | صنف موسيقى | كريستيان بديل روك ان && أندرو وايت (موسيقي) | النوع | الصخور البديلة والصخور البديلة | أصل الأسلوب | موسيقى موجة جديدة,النوع الموسيقي أندرو وايت هو موسيقي الروك لها أصول في موسيقى موجة جديدة. نيو ميتال هو نوع موسيقى الانصهار من الصخور البديلة التي لديها الصخرة البديلة الفرعية المسيحية.,Artist,4,train
32108,موسيقي الروك | مزيج النوع الموسيقي | نو المعادن && الصخور البديل | أصل الأسلوب | بانك روك && موسيقي الروك | صنف موسيقى | كريستيان بديل روك ان && أندرو وايت (موسيقي) | النوع | الروك,"إن جين موسيقي أندرو وايت هو موسيقي الروك، والتي لديها أصول أسلالية لها في صخرة الشرير ولها الصخرة البديلة المسيحية الفرعية. نيو ميتال هو نوع المزيج الموسيقي من الصخور البديلة.",Artist,4,train
32111,موسيقي الروك | مزيج النوع الموسيقي | نو المعادن && الصخور البديل | أصل الأسلوب | البانك روك && أندرو وايت (موسيقي) | النوع | الصخور البديلة والصخور البديلة | أصل الأسلوب | موسيقى موجة جديدة,يلعب أندرو وايت موسيقي الروك نشأت من موجة جديدة وموسيقى الصخرة الشريرة. نو المعدن هو الانصهار من الصخور البديلة.,Artist,4,train
32114,موسيقي الروك | مزيج النوع الموسيقي | نيو ميتال && أندرو وايت (موسيقي) | الفنان المرتبط | ماري بانيلو && أندرو وايت (موسيقي) | النوع | الصخور البديلة والصخور البديلة | أصل الأسلوب | موسيقى موجة جديدة,يرتبط أداء الصخور البديل أندرو وايت بالفنان الموسيقي ماري بانيلو. يمكن تتبع الصخور البديلة إلى موسيقى موجة جديدة وفي بدوره أدى إلى ارتفاع نو المعدن.,Artist,4,train
32117,موسيقي الروك | أصل الأسلوب | بانك روك && موسيقي الروك | صنف موسيقى | كريستيان بديل روك ان && أندرو وايت (موسيقي) | النوع | الصخور البديلة والصخور البديلة | أصل الأسلوب | موسيقى موجة جديدة,"الصخور البديلة (أندرو وايت Genre) له جذوره في الشرير، وقد ألهمت ""موجة جديدة"" و ""الصخور البديلة المسيحية"".",Artist,4,train
32120,أندرس أوزبورن | الفنان المرتبط | بيلي إيسو && أندرس أوزبورن | الفنان المرتبط | تبويب بينوا && أندرس أوزبورن | النوع | البلوز && أندرس أوزبورن | الفنان المرتبط | صوت الأراضي الرطبة جميع النجوم,يرتبط أداء Blues Andأندرس أوزبورن مع الفنانين الموسيقيين Billy Iuso و Tab Benoit وكذلك الفرقة وصوت الأراضي الرطبة الكل نجوم.,Artist,4,train
32123,أندرس أوزبورن | الفنان المرتبط | بيلي إيسو && أندرس أوزبورن | الفنان المرتبط | تبويب بينوا && أندرس أوزبورن | النوع | إيقاع والبلوز && أندرس أوزبورن | الفنان المرتبط | المجرة,لقد عملت موسيقى إيقاع والبلوز Andأندرس أوزبورن سابقا مع الفرقة المجرة والفنانين الموسيقيين تبويب بينوا ويلي إيسو.,Artist,4,train
32126,أندرس أوزبورن | الفنان المرتبط | بيلي إيسو && أندرس أوزبورن | الفنان المرتبط | تبويب بينوا && أندرس أوزبورن | النوع | إيقاع والبلوز && أندرس أوزبورن | الفنان المرتبط | صوت الأراضي الرطبة جميع النجوم,يقوم Andأندرس أوزبورن بإجراء إيقاع وموسيقى Blues ويرتبط بصوت الأراضي الرطبة الكل نجوم. لقد عمل مع تبويب بينويت المرتبط بيلي إيسو.,Artist,4,train
32129,أندرس أوزبورن | الفنان المرتبط | المجرة && أندرس أوزبورن | الفنان المرتبط | تبويب بينوا && أندرس أوزبورن | النوع | موسيقى الروك && أندرس أوزبورن | الفنان المرتبط | صوت الأراضي الرطبة جميع النجوم,يرتبط موسيقي موسيقي الروك أندورز Oس.بorne ب Tab Benoit و Galactic وصوت الأراضي الرطبة الكل نجوم.,Artist,4,train
32132,أندرس أوزبورن | شركة تسجيلات | سجلات التمساح && سجلات التمساح | الموقع | شيكاغو && أندرس أوزبورن | النوع | البلوز && أندرس أوزبورن | شركة تسجيلات | شناشي ريكوردز,"إن أندرس أوزبورن، فنان البلوز، هو مع سجلات التمساح الموجودة في شيكاغو. تم توقيعه أيضا على شناشي ريكوردز.",Artist,4,train
32135,أندرس أوزبورن | شركة تسجيلات | سجلات التمساح && سجلات التمساح | الموقع | شيكاغو && أندرس أوزبورن | النوع | إيقاع والبلوز && أندرس أوزبورن | شركة تسجيلات | شناشي ريكوردز,"تم توقيع فنان إيقاع ومقره شيكاغو، أندرس أوزبورن، على تسمية شناشي ريكوردز وتوقيعها الآن على تسمية السجل، سجلات التمساح.",Artist,4,train
32138,أندرس أوزبورن | شركة تسجيلات | سجلات التمساح && سجلات التمساح | الموقع | شيكاغو && أندرس أوزبورن | النوع | موسيقى الروك && أندرس أوزبورن | شركة تسجيلات | سجلات أوك,"إن أندرس تسمية سجل Oس.بORNE هي سجلات التمساح، والتي تقع في شيكاغو. إنه يلعب موسيقى روك وسجلت مع سجلات أوك.",Artist,4,train
32141,أندرس أوزبورن | شركة تسجيلات | سجلات التمساح && سجلات التمساح | الموقع | شيكاغو && أندرس أوزبورن | النوع | موسيقى الروك && أندرس أوزبورن | شركة تسجيلات | شناشي ريكوردز,"تم توقيع Andأندرس أوزبورن على تسمية سجل القائم على شيكاغو، سجلات التمساح. إن جنسه هو موسيقى الروك وعلامة سجله هو شناشي ريكوردز.",Artist,4,train
32144,"أندرا (مغنية) | خلفية | ""مغني منفرد"" && أندرا (مغنية) | النوع | الرقص البوب ​​&&&ra (مغني) | الاحتلال | الغناء && أندرا (مغنية) | أصل | كامبيا تورزي.",ولد Solo Dance-موسيقى البوب Singer أندرا أندرا في كامبيا تورزي.,Artist,4,train
32147,"أندرا (مغنية) | النوع | الرقص البوب ​​&&&ra (مغني) | أصل | كامبيا تورزي && أندرا (مغنية) | خلفية | ""مغني منفرد"" && أندرا (مغنية) | الاحتلال | ""المغني، قاضي تلفزيون الواقع""",ولد أندرا في كامبيا تورزي وهو مغني وقضاة تلفزيون الواقع. فعلت الرقص البوب ​​وبدأت بمثابة مغني منفرد.,Artist,4,train
32150,"أندرا (مغنية) | النوع | الرقص البوب ​​&&&ra (مغني) | أصل | رومانيا &&&ra (مغني) | خلفية | ""مغني منفرد"" && أندرا (مغنية) | الاحتلال | ""المغني، قاضي تلفزيون الواقع""","ولد أندرا في رومانيا وبدأ حياتها المهنية كمغني منفردا، مما يجعل العيش كقاضي تلفزيوني حقيقة واقعة ومغنية من موسيقى البوب ​​الرقص.",Artist,4,train
32153,أندرا (مغنية) | النوع | إيقاع والبلوز && أندرا (مغنية) | سنة بداية النشاط | 2000 && إيقاع والبلوز | أصل الأسلوب | البلوز & الإيقاع والبلوز | مشتق | ديسكو,أصبح الإيقاع والأداء البلوز أندرا نشطا في عام 2000. R و B نشأت من البلوز وبين بدوره ساعد في إنشاء ديسكو.,Artist,4,train
